#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1560000084060152054,0.00470538964524,0.0204905314933,-1.75042805495e-05,0.158549264073,-9.82356262207,0.693716704845
1560000084064067364,0.00592119300849,0.0234516635654,-0.00077034596311,0.0958679392934,-9.7823677063,0.844304084778
1560000084067985296,0.00691368058324,0.0244441516697,-0.00176283356268,0.173726797104,-9.74202537537,0.902068018913
1560000084071901560,0.00789198956766,0.0234658421633,-1.75042805495e-05,0.312809944153,-9.72234630585,0.878887414932
1560000084075817823,0.00887653204898,0.0189906425423,-1.75042805495e-05,0.469491958618,-9.68175125122,0.974743485451
1560000084079734802,0.0104043390602,0.0174628347158,-1.75042805495e-05,0.388388901949,-9.70067405701,1.09626793861
1560000084083651066,0.0104043390602,0.0183468868463,-1.75042805495e-05,0.248986065388,-9.70038890839,1.11931681633
1560000084087568045,0.00897693110271,0.0209534931928,-1.75042805495e-05,0.188262313604,-9.63045883179,1.12018918991
1560000084091484308,0.00691368058324,0.022031798033,0.00106080110805,0.206851825118,-9.55061912537,1.11921679974
1560000084095400572,0.00691368058324,0.0193015902222,-1.75042805495e-05,0.205714508891,-9.5500535965,1.18899142742
1560000084099316597,0.00516835134476,0.0192081648856,-0.000908198893343,0.164363712072,-9.50960350037,1.2494238615
1560000084103232861,0.00342302210629,0.0174628347158,-0.00163255231926,0.164992600679,-9.58913803101,1.28982269764
1560000084107148886,0.0023081260238,0.0185777313933,-1.75042805495e-05,0.204734399915,-9.56937122345,1.26886570454
1560000084111066103,-6.76363852108e-05,0.0192081648856,-0.000372421887598,0.186805307865,-9.60992908478,1.18983185291
1560000084114982367,-0.00140733448414,0.0192081648856,-0.000423135419072,0.304065227509,-9.60906600952,1.30677711964
1560000084118899345,-0.00471808059044,0.0192081648856,-0.00118294067676,0.264653623104,-9.60919189453,1.28773093224
1560000084122815609,-0.00861358224309,0.0192081648856,-0.00158213323821,0.24446567893,-9.58920860291,1.28804373741
1560000084126732826,-0.00798961581456,0.0208174975238,-0.00256750025748,0.225242063403,-9.60931777954,1.26868486404
1560000084130649805,-0.00883881717094,0.0226542869158,-0.00176283356268,0.186171188951,-9.55019664764,1.16950047016
1560000084134566069,-0.011568789445,0.0178659597133,-0.000733655893485,0.167749404907,-9.61031532288,1.14043772221
1560000084138482332,-0.0142986029006,0.0139721762389,-1.75042805495e-05,0.188574120402,-9.68012905121,1.15042245388
1560000084142399311,-0.0170293847978,0.0164797473253,-1.75042805495e-05,0.189386487007,-9.68053245544,1.1005834341
1560000084146315575,-0.0175209287554,0.0179562068683,-1.75042805495e-05,0.150619551539,-9.70078468323,1.06173360348
1560000084150231600,-0.0189985266467,0.0192081648856,-1.75042805495e-05,0.150624796748,-9.68098258972,1.04166615009
1560000084154148817,-0.0210115872324,0.0174628347158,-1.75042805495e-05,0.170812770724,-9.70096492767,1.04135334492
1560000084158065081,-0.0210115872324,0.0174628347158,-1.75042805495e-05,0.191330939531,-9.7013053894,1.00103747845
1560000084161981106,-0.0192662589252,0.0174628347158,-0.00176283356268,0.193595066667,-9.7420425415,0.901623368263
1560000084165897369,-0.0175209287554,0.0174628347158,-0.00350816268474,0.194575175643,-9.72272491455,0.821748971939
1560000084169813633,-0.0163547718179,0.0162966777783,-0.00234200644728,0.158376276493,-9.86308956146,0.743819594383
1560000084173729658,-0.0140302702785,0.0153118730991,-1.75042805495e-05,0.137868613005,-9.82314109802,0.744000434875
1560000084177645922,-0.0126398580827,0.0139721762389,-0.00140791651109,0.159193918109,-9.84368991852,0.673913061619
1560000084181562901,-0.01228494104,0.0122268470004,-0.00176283356268,0.238997191191,-9.8241186142,0.632130980492
1560000084185478210,-0.01228494104,0.00899851255591,-0.000148666300051,0.279708564281,-9.82463932037,0.571434736252
1560000084189394236,-0.0105396118015,0.00958956812202,-1.75042805495e-05,0.339302867651,-9.86429977417,0.610235571861
1560000084193310499,-0.0086088327498,0.0121341220938,-0.00167010865375,0.300541192293,-9.86474895477,0.551318287849
1560000084197227716,-0.00314752254703,0.0083254162229,-1.75042805495e-05,0.203123256564,-9.96464443207,0.534265995026
1560000084201143742,-0.00213001147367,0.00556257591106,-1.75042805495e-05,0.182605087757,-9.96430397034,0.574581861496
1560000084205060005,-0.00355829484761,0.00829283512689,-0.001319480155,0.222341626883,-9.96433925629,0.573692440987
1560000084208976269,0.000473925807176,0.00993995557407,-0.00122127136126,0.241570532322,-9.92442703247,0.57298386097
1560000084212891340,0.00320340117225,0.00873618852347,-1.75042805495e-05,0.279692798853,-9.88404941559,0.631637334824
1560000084216807604,0.00593308561407,0.00873618852347,-1.75042805495e-05,0.297632396221,-9.80388355255,0.67053604126
1560000084220723629,0.00865900982171,0.00874034255914,-1.75042805495e-05,0.237382978201,-9.78370380402,0.691673874855
1560000084224640846,0.00865900982171,0.0104815177619,-1.75042805495e-05,0.176321133971,-9.76312065125,0.762650847435
1560000084228557110,0.00865900982171,0.0102527747421,-1.75042805495e-05,0.176635563374,-9.80288887024,0.782850265503
1560000084232473135,0.00865900982171,0.00752266773035,-1.75042805495e-05,0.232681721449,-9.74175453186,0.940605044365
1560000084236390352,0.0108581611842,0.004791707983,-1.75042805495e-05,0.31214427948,-9.78143215179,0.978960990906
1560000084240306377,0.0135875746258,0.00350020104088,-1.75042805495e-05,0.310535281897,-9.72121524811,1.01843655109
1560000084244223595,0.0156403258443,0.00660204868519,-1.75042805495e-05,0.290981471539,-9.76096439362,1.03908073902
1560000084248140812,0.0156403258443,0.0103998954113,-1.75042805495e-05,0.268686592579,-9.72012996674,1.14890730381
1560000084252056837,0.0129921607544,0.0122268470004,-1.75042805495e-05,0.227993607521,-9.65029716492,1.139367342
1560000084255974054,0.0120067039113,0.0103385533746,-1.75042805495e-05,0.186485618353,-9.58996391296,1.18970000744
1560000084259890318,0.0104043390602,0.0076083629602,-1.75042805495e-05,0.184221491218,-9.54922676086,1.28911411762
1560000084263807297,0.0104043390602,0.006990859285,-0.000384758556172,0.162424534559,-9.46902751923,1.32890224457
1560000084267724514,0.00905151376183,0.00834368458335,-0.0031156587708,0.182282298803,-9.50865077972,1.3685926199
1560000084271641731,0.00632060440799,0.00873618852347,-0.00116975737259,0.181637659669,-9.48852443695,1.38839626312
1560000084275558949,0.00358960783879,0.00873618852347,-1.75042805495e-05,0.160799786448,-9.46821975708,1.42858028412
1560000084279475212,0.00167769286782,0.00442778625701,-1.75042805495e-05,0.122022353113,-9.52807712555,1.42986559868
1560000084283391476,-6.76363852108e-05,9.54246752372e-06,-1.75042805495e-05,0.112413145602,-9.52822971344,1.4101524353
1560000084287308455,-0.00215325891737,0.00105235372599,-1.75042805495e-05,0.122986681759,-9.56816768646,1.41019392014
1560000084291224718,-0.005585396659,0.00147309911631,-1.75042805495e-05,0.18453066051,-9.60879707336,1.32938098907
1560000084295141935,-0.00831680207028,9.54246752372e-06,-0.00128535305799,0.205703988671,-9.58965873718,1.22912633419
1560000084299058914,-0.0110471081089,9.54246752372e-06,-0.00176283356268,0.206034198403,-9.57001781464,1.1891232729
1560000084302975178,-0.0137772566414,9.54246752372e-06,-0.00176283356268,0.166942298412,-9.59010791779,1.17020905018
1560000084306891203,-0.0147616188742,0.00147224047989,-0.00176283356268,0.147891655564,-9.5706911087,1.10074734688
1560000084310807467,-0.0174916825165,0.00521628382714,-0.00176283356268,0.149820312858,-9.6508731842,1.06140387058
1560000084314724684,-0.0184772628544,0.0023765293552,-0.00176283356268,0.171792849898,-9.68164730072,0.961479067802
1560000084318640709,-0.0192662589252,-0.000185786882225,-0.00350816268474,0.192950427532,-9.72191619873,0.921426892281
1560000084322556973,-0.0192662589252,-0.00173578679096,-0.00232799216883,0.235270798206,-9.78265380859,0.821255326271
1560000084326472998,-0.0192662589252,-0.00306215695533,-1.75042805495e-05,0.23591542244,-9.80277919769,0.801451683044
1560000084330389261,-0.0178618826856,-0.000331411284642,-0.00142187980589,0.237058013678,-9.78354263306,0.711609482765
1560000084334305525,-0.0168775010451,0.00350020104088,-0.00286473536073,0.219128921628,-9.82410144806,0.632575750351
1560000084338221550,-0.0157755985856,0.00512848741046,-0.00176283356268,0.260165244341,-9.8247833252,0.551943898201
1560000084342137814,-0.0131626757214,0.00263260642592,-0.0026304280619,0.240946888924,-9.82508850098,0.51251745224
1560000084346053600,-0.012178372752,-9.70258216719e-05,-0.00176283356268,0.241586267948,-9.8650188446,0.512781262398
1560000084349969864,-0.00944811625353,-0.00282728226613,-0.00176283356268,0.282612115145,-9.90530776978,0.472284466028
1560000084353887320,-0.00846243226585,-0.00140393648997,-0.00209468383773,0.302160680294,-9.8853597641,0.471707820892
1560000084357803106,-0.00573318482967,0.00132531094733,-0.00219239427761,0.321373790503,-9.9048576355,0.531201779842
1560000084361719370,-0.00244725340524,0.00350020104088,-0.00176283356268,0.321384310722,-9.86525154114,0.491066724062
1560000084365636826,-6.76363852108e-05,0.000417822106312,-0.00176283356268,0.280672907829,-9.86473178864,0.551762998104
1560000084369552851,0.00167769286782,9.54246752372e-06,-0.00254306137243,0.241250813007,-9.90446281433,0.572851896286
1560000084373468876,0.00167769286782,9.54246752372e-06,-0.00174339114189,0.259525865316,-9.78485393524,0.551680088043
1560000084377384901,0.00268160212754,-0.000994366803711,-1.75042805495e-05,0.277433902025,-9.82350826263,0.710983872414
1560000084381121397,0.0054125545156,-0.00547064855516,-1.75042805495e-05,0.356105148792,-9.78356838226,0.718908905983
1560000084385037422,0.00691368058324,-0.0069717746228,-1.75042805495e-05,0.374359190464,-9.74317264557,0.778007030487
1560000084388953686,0.00865900982171,-0.00475799973764,-1.75042805495e-05,0.27339309454,-9.74227523804,0.879908800125
1560000084392870665,0.00865900982171,-0.00348111591302,-0.00147139167866,0.212813436985,-9.74173736572,0.941049695015
1560000084396786928,0.00935222073447,-0.00173578679096,-0.00106962263258,0.191005989909,-9.70114326477,1.02097296715
1560000084400702953,0.0104043390602,-0.00173578679096,-1.75042805495e-05,0.209909901023,-9.66107082367,1.04019999504
1560000084404619217,0.00948720583298,-0.00173578679096,-1.75042805495e-05,0.248671621084,-9.66062068939,1.09911727905
1560000084408535242,0.00691368058324,-0.00348111591302,-0.00160672153942,0.248192071915,-9.63067340851,1.09891939163
1560000084412451506,0.00577256116755,-0.00462223548094,-1.75042805495e-05,0.227191746235,-9.61028766632,1.14907121658
1560000084416368484,0.00478714763173,-0.00446403793282,-0.00176283356268,0.186490878463,-9.57016086578,1.16963243484
1560000084420284748,0.00342302210629,-0.000369681960376,-0.00176283356268,0.166302919388,-9.55017948151,1.16994524002
1560000084424201965,0.00342302210629,-0.000596559884761,-0.00115673120218,0.185840979218,-9.56983757019,1.20950365067
1560000084428118944,0.000240450877665,-0.0033270722925,-1.75042805495e-05,0.185846239328,-9.55003547668,1.18943607807
1560000084432035208,-0.00264383756279,-0.00265024401478,-1.75042805495e-05,0.206034198403,-9.57001781464,1.1891232729
1560000084435952187,-0.00530362408608,9.54246752372e-06,-0.00176283356268,0.245760202408,-9.60965919495,1.22836887836
1560000084439869404,-0.00530362408608,9.54246752372e-06,-0.000706795424651,0.266608595848,-9.59035873413,1.14804983139
1560000084443786383,-0.00734455249183,9.54246752372e-06,-1.75042805495e-05,0.26677107811,-9.59043884277,1.13808202744
1560000084447703600,-0.0113576676844,9.54246752372e-06,-1.75042805495e-05,0.28792861104,-9.63070869446,1.09802997112
1560000084451620817,-0.0128064782612,-0.00173578679096,-1.75042805495e-05,0.249161660671,-9.65096187592,1.0591801405
1560000084455537796,-0.0140302702785,-0.00173578679096,-1.75042805495e-05,0.269839674234,-9.66128540039,1.01893019676
1560000084459455013,-0.0157755985856,-0.00348111591302,-1.75042805495e-05,0.25126594305,-9.68171787262,0.959700107574
1560000084463372231,-0.0157755985856,-0.00174891576641,-1.75042805495e-05,0.291977345943,-9.68223762512,0.899003863335
1560000084467289209,-0.0140302702785,9.54246752372e-06,-0.000989790117436,0.25385504961,-9.72261619568,0.840350389481
1560000084471206427,-0.0157755985856,0.0015421886336,-0.00176283356268,0.275012612343,-9.76288604736,0.800298333168
1560000084475122452,-0.0169722207758,9.54246752372e-06,-0.00176283356268,0.276307106018,-9.7833366394,0.740623474121
1560000084479039907,-0.0157755985856,-0.00173578679096,-0.00350816268474,0.277758866549,-9.82366943359,0.691048264503
1560000084482957125,-0.0157755985856,-0.00173578679096,-0.00208537768327,0.278099626303,-9.76442146301,0.610910177231
1560000084486873150,-0.0140302702785,-0.00107393179063,-0.00176283356268,0.258875966072,-9.78453063965,0.591551184654
1560000084490790367,-0.0140302702785,9.54246752372e-06,-0.00176283356268,0.300541192293,-9.86474895477,0.551318287849
1560000084494707346,-0.0131430654947,0.00175487168599,-1.75042805495e-05,0.299907058477,-9.80501461029,0.530986905098
1560000084498623610,-0.0102869293587,9.54246752372e-06,-0.000143845505088,0.281003117561,-9.84508991241,0.511759877205
1560000084502540588,-0.00593724695305,9.54246752372e-06,-0.00176283356268,0.280992597342,-9.88469600677,0.551894903183
1560000084506457806,-0.00530362408608,9.54246752372e-06,-0.00141071002925,0.281003117561,-9.84508991241,0.511759877205
1560000084510375023,-0.00396607594051,9.54246752372e-06,-1.75042805495e-05,0.260484963655,-9.84474849701,0.552075862885
1560000084514292002,-0.0029810623881,0.000586774920413,-1.75042805495e-05,0.240296989679,-9.82476520538,0.55238866806
1560000084518209219,-0.00181296560913,0.000192168091989,-1.75042805495e-05,0.259195655584,-9.80449485779,0.591683149338
1560000084522126198,-0.00101045985431,9.54246752372e-06,-1.75042805495e-05,0.218484282494,-9.80397415161,0.652379393578
1560000084526042461,-6.76363852108e-05,9.54246752372e-06,-5.9395831339e-05,0.217200264335,-9.74391937256,0.671919226646
1560000084529959679,-6.76363852108e-05,9.54246752372e-06,-0.000735377421129,0.256124436855,-9.7435503006,0.720868706703
1560000084533876657,0.00167769286782,9.54246752372e-06,-1.75042805495e-05,0.194569915533,-9.74252700806,0.841816544533
1560000084537792921,0.00167769286782,9.54246752372e-06,-1.75042805495e-05,0.194575175643,-9.72272491455,0.821748971939
1560000084541710854,0.00342302210629,0.000502249926771,-0.00176283356268,0.232047587633,-9.68202209473,0.920273661613
1560000084545627117,0.00342302210629,0.00175487168599,-0.000285313004669,0.211518898606,-9.72128868103,1.00072467327
1560000084549544334,0.00270547234197,0.00247242149817,-1.75042805495e-05,0.210234850645,-9.66123199463,1.02026438713
1560000084553461313,-2.50958534616e-05,0.00350020104088,-1.75042805495e-05,0.229623585939,-9.63130187988,1.01962172985
1560000084557377577,-6.76363852108e-05,0.000812879045942,-0.000820840888272,0.208780482411,-9.63080024719,1.07987332344
1560000084561294794,-6.76363852108e-05,-0.000173083161129,-1.75042805495e-05,0.208135843277,-9.61067390442,1.09967696667
1560000084565212011,-6.76363852108e-05,-0.00173578679096,-1.75042805495e-05,0.247227758169,-9.5905828476,1.11859118938
1560000084569128990,-6.76363852108e-05,-0.00214357854827,-1.75042805495e-05,0.228004127741,-9.61069107056,1.09923219681
1560000084573045254,-0.00146020949264,-0.00348111591302,-1.75042805495e-05,0.227684408426,-9.59072589874,1.09910035133
1560000084576961517,-0.00244483487281,-0.00173578679096,-1.75042805495e-05,0.248186826706,-9.65047740936,1.11898696423
1560000084580877542,-0.00355829484761,-0.000119408977141,-1.75042805495e-05,0.228643506765,-9.65062046051,1.09949612617
1560000084584793806,-0.00615975410998,0.000865672481611,-1.75042805495e-05,0.227684408426,-9.59072589874,1.09910035133
1560000084588709831,-0.0088898323533,0.00175487168599,-0.000113054073205,0.209260001779,-9.66074752808,1.08007121086
1560000084592627048,-0.0105396118015,0.000674303622415,-0.00176283356268,0.228654026985,-9.61101436615,1.05936098099
1560000084596543074,-0.01228494104,9.54246752372e-06,-0.00144281168086,0.250136524439,-9.65144729614,0.999373435974
1560000084600460291,-0.01228494104,9.54246752372e-06,-1.75042805495e-05,0.29035782814,-9.66162586212,0.978614211082
1560000084604376316,-0.0128295355877,0.000554137008993,-1.75042805495e-05,0.292616724968,-9.72216701508,0.899267673492
1560000084608292580,-0.0155595722047,0.00328417453024,-1.75042805495e-05,0.253535360098,-9.70265102386,0.840218424797
1560000084612209558,-0.0175209287554,0.00196109453942,-1.75042805495e-05,0.234956383705,-9.7428855896,0.801055908203
1560000084616125822,-0.0157671199032,9.54246752372e-06,-9.02559380073e-06,0.235291838646,-9.70344161987,0.740985155106
1560000084620043039,-0.0130361441184,9.54246752372e-06,0.00172782491427,0.237068533897,-9.7439365387,0.671474456787
1560000084623960018,-0.0125190807973,0.00198901145889,-0.000251644043685,0.257906377316,-9.76424217224,0.631290495396
1560000084627876282,-0.0140302702785,0.00350020104088,-0.00298180424343,0.278099626303,-9.76442146301,0.610910177231
1560000084631793261,-0.0140302702785,0.00350020104088,-0.00304934632038,0.239977270365,-9.80480003357,0.552256703377
1560000084635710478,-0.0140302702785,0.00205584207407,-0.00031847465608,0.260160028934,-9.84458637238,0.572011351585
1560000084639627695,-0.0105396118015,0.00175487168599,-1.75042805495e-05,0.240312755108,-9.76535511017,0.492186069489
1560000084643544674,-0.00887039059959,0.00509331397849,-1.75042805495e-05,0.2611348629,-9.8450717926,0.512204647064
1560000084647461891,-0.0105396118015,0.00524553004652,-0.00176283356268,0.260820418596,-9.80530261993,0.492005169392
1560000084651379824,-0.0103892095667,0.00334979879605,-1.75042805495e-05,0.281333297491,-9.82544803619,0.471756756306
1560000084655296087,-0.00765947808043,0.00175487168599,-1.75042805495e-05,0.28068870306,-9.80532073975,0.491560429335
1560000084659213305,-0.00530362408608,0.00562072874043,-0.00176283356268,0.28101888299,-9.7856798172,0.451557338238
1560000084663130283,-0.00394315494696,0.006990859285,-0.00176283356268,0.240962654352,-9.76567840576,0.452314913273
1560000084667047501,-0.00121268113287,0.00404496112402,-1.75042805495e-05,0.240627169609,-9.80512332916,0.512385487556
1560000084670964718,-6.76363852108e-05,0.00175487168599,-1.75042805495e-05,0.28069922328,-9.76571464539,0.451425433159
1560000084674881935,-0.000893689041934,0.00432625359429,-0.00176283356268,0.299587368965,-9.78505039215,0.530854940414
1560000084678799152,-0.00181296560913,0.00524553004652,-0.00344249278662,0.29894271493,-9.76492404938,0.550658643246
1560000084682715178,-0.000762510952605,0.00314462078602,-0.00176283356268,0.318161070347,-9.7646188736,0.590085089207
1560000084686632395,-6.76363852108e-05,0.00233642633236,-1.75042805495e-05,0.277140527964,-9.70452785492,0.61051440239
1560000084690549374,-6.76363852108e-05,0.00779796890005,-1.75042805495e-05,0.255967199802,-9.72366714478,0.710769057274
1560000084694465637,-6.76363852108e-05,0.0122268470004,-1.75042805495e-05,0.255165338516,-9.6836566925,0.720472931862
1560000084698382854,-6.76363852108e-05,0.0107259836925,-1.75042805495e-05,0.254685819149,-9.65370941162,0.720275044441
1560000084702299833,-6.76363852108e-05,0.006990859285,-0.00176283356268,0.254515439272,-9.68333339691,0.760344147682
1560000084706217051,-6.76363852108e-05,0.006990859285,-0.00176283356268,0.294102668762,-9.63377952576,0.719253659248
1560000084710134029,-6.76363852108e-05,0.00524553004652,-1.75042805495e-05,0.293447494507,-9.65326023102,0.779192328453
1560000084714051247,-0.00376453722918,0.00719710166656,-1.75042805495e-05,0.29424148798,-9.72297477722,0.799589753151
1560000084717968464,-0.00530362408608,0.00992794632251,-1.75042805495e-05,0.234167665243,-9.65336799622,0.760591030121
1560000084721884489,-0.00398922399036,0.0104815177619,-1.75042805495e-05,0.255173236132,-9.6539516449,0.690371632576
1560000084725801706,-0.00671995931123,0.0118978529871,-1.75042805495e-05,0.256148070097,-9.65443706512,0.630564928055
1560000084729717731,-0.00770426208204,0.0104815177619,-0.000672813054427,0.276176184416,-9.66443729401,0.630186140537
1560000084733635902,-0.00715282245224,0.0104815177619,-0.00176283356268,0.27682608366,-9.6647605896,0.590314984322
1560000084737553120,-0.00616723207118,0.0104815177619,-0.00262644149017,0.277465462685,-9.70468997955,0.590578794479
1560000084741470098,-0.00542559586425,0.0122268470004,-0.00164086178146,0.258572071791,-9.70515632629,0.531216740608
1560000084745387554,-0.00815632280638,0.0133342164822,-0.00112487379007,0.238709032536,-9.68533611298,0.511593937874
1560000084749304533,-0.00879428256303,0.015717504546,-0.00176283356268,0.258897006512,-9.70531845093,0.511281132698
1560000084753221750,-0.00746156460145,0.0143847872956,-0.00176283356268,0.25856679678,-9.72496032715,0.551284313202
1560000084757138968,-0.00647592909791,0.0116538227738,-0.00176283356268,0.219149962068,-9.74488925934,0.552305698395
1560000084761055946,-0.00530362408608,0.0104815177619,-0.00176283356268,0.219170972705,-9.66567707062,0.472035586834
1560000084764973164,-0.00784708892805,0.0147703114165,-1.75042805495e-05,0.240003615618,-9.70578479767,0.451919138432
1560000084768890142,-0.0105778317023,0.0156410647648,-1.75042805495e-05,0.299608409405,-9.70583820343,0.450584888458
1560000084772807360,-0.01228494104,0.0122268470004,-1.75042805495e-05,0.240323275328,-9.72574996948,0.45205104351
1560000084776724577,-0.01228494104,0.0122268470004,-1.75042805495e-05,0.181038171053,-9.74566173553,0.453517198563
1560000084780641556,-0.0110361634318,0.0109780693922,-1.75042805495e-05,0.161484330893,-9.78541183472,0.474161326885
1560000084784558773,-0.00830537768675,0.00775837877091,-1.75042805495e-05,0.160535752773,-9.68591117859,0.433630555868
1560000084788475990,-0.0055747948105,0.00524553004652,-1.75042805495e-05,0.202515408397,-9.80589580536,0.413597017527
1560000084792392969,-0.00355829484761,0.00421448626578,-1.75042805495e-05,0.201876029372,-9.76596641541,0.413333177567
1560000084796309233,-0.00355829484761,0.00524553004652,-1.75042805495e-05,0.182002484798,-9.78575229645,0.433845430613
1560000084800226212,-0.00530362408608,0.00524553004652,-1.75042805495e-05,0.182332709432,-9.76611042023,0.393842339516
1560000084804143667,-0.00512432238504,0.00157556998701,-1.75042805495e-05,0.161505371332,-9.70619869232,0.393891274929
1560000084808060646,-0.00355829484761,-0.00115495212544,-1.75042805495e-05,0.163439288735,-9.76657772064,0.334480285645
1560000084811977863,-0.00181296560913,-0.00388541794331,-0.00176283356268,0.182007759809,-9.76594924927,0.413777917624
1560000084815895081,-0.00181296560913,-0.00522644538432,-0.00176283356268,0.181682795286,-9.76578712463,0.433713525534
1560000084819812059,-0.00181296560913,-0.00522644538432,-0.00176283356268,0.200906440616,-9.74567890167,0.453072428703
1560000084823729277,-0.00342801430443,-0.00684149407962,-0.000147784826985,0.181038171053,-9.74566173553,0.453517198563
1560000084827646494,-0.00355829484761,-0.00782715583519,-1.75042805495e-05,0.199611902237,-9.72523021698,0.51274728775
1560000084831563473,-0.00181296560913,-0.00871710386127,-0.000112260024641,0.199611902237,-9.72523021698,0.51274728775
1560000084835480690,-0.000732563440579,-0.00979750603883,-0.000682431358094,0.199611902237,-9.72523021698,0.51274728775
1560000084839397669,-0.00149241497724,-0.0104624330997,-0.0014422829201,0.179748892784,-9.70540904999,0.493124514818
1560000084843314886,-6.76363852108e-05,-0.0117683962874,-1.75042805495e-05,0.219160482287,-9.70528316498,0.512170672417
1560000084847230911,-0.000612895888465,-0.0122077623382,-1.75042805495e-05,0.218190863729,-9.68499565125,0.551909923553
1560000084851148129,-0.00334345203976,-0.0122077623382,-1.75042805495e-05,0.257272273302,-9.70450973511,0.610959112644
1560000084855064392,-0.00355829484761,-0.0122077623382,-1.75042805495e-05,0.277465462685,-9.70468997955,0.590578794479
